Level,Date,NoOfVacancies,SkillLevel,State,Title
2,01/10/2016,21048.16,5,AUST,Australia skill level 5
1,01/10/2016,63739.26,0,NSW,NSW TOTAL
2,01/10/2016,25414.4,1,NSW,NSW skill level 1
2,01/10/2016,6557.44,2,NSW,NSW skill level 2
2,01/10/2016,7048.23,3,NSW,NSW skill level 3
2,01/10/2016,17167.09,4,NSW,NSW skill level 4
2,01/10/2016,7527.89,5,NSW,NSW skill level 5
1,01/10/2016,42379.84,0,VIC,VIC TOTAL
2,01/10/2016,16252.61,1,VIC,VIC skill level 1
2,01/10/2016,4442.49,2,VIC,VIC skill level 2
2,01/10/2016,5133.19,3,VIC,VIC skill level 3
2,01/10/2016,11249.67,4,VIC,VIC skill level 4
2,01/10/2016,5179.99,5,VIC,VIC skill level 5
1,01/10/2016,29687.76,0,QLD,QLD TOTAL
2,01/10/2016,9705,1,QLD,QLD skill level 1
2,01/10/2016,3009.98,2,QLD,QLD skill level 2
2,01/10/2016,3966.29,3,QLD,QLD skill level 3
2,01/10/2016,8371.47,4,QLD,QLD skill level 4
2,01/10/2016,4559.41,5,QLD,QLD skill level 5
1,01/10/2016,7123.28,0,SA,SA TOTAL
2,01/10/2016,2101.31,1,SA,SA skill level 1
2,01/10/2016,708.82,2,SA,SA skill level 2
2,01/10/2016,898.86,3,SA,SA skill level 3
2,01/10/2016,2105.23,4,SA,SA skill level 4
2,01/10/2016,1341.1,5,SA,SA skill level 5
1,01/10/2016,12549.68,0,WA,WA TOTAL
2,01/10/2016,4104.48,1,WA,WA skill level 1
2,01/10/2016,1421.11,2,WA,WA skill level 2
2,01/10/2016,1935.45,3,WA,WA skill level 3
2,01/10/2016,3539.28,4,WA,WA skill level 4
2,01/10/2016,1491.13,5,WA,WA skill level 5
1,01/10/2016,1490.22,0,TAS,TAS TOTAL
2,01/10/2016,487.79,1,TAS,TAS skill level 1
2,01/10/2016,136.9,2,TAS,TAS skill level 2
2,01/10/2016,153.69,3,TAS,TAS skill level 3
2,01/10/2016,446.08,4,TAS,TAS skill level 4
2,01/10/2016,302.59,5,TAS,TAS skill level 5
1,01/10/2016,1726.68,0,NT,NT TOTAL
2,01/10/2016,565.59,1,NT,NT skill level 1
2,01/10/2016,204.41,2,NT,NT skill level 2
2,01/10/2016,258.75,3,NT,NT skill level 3
2,01/10/2016,435.04,4,NT,NT skill level 4
2,01/10/2016,247.23,5,NT,NT skill level 5
1,01/10/2016,5088.74,0,ACT,ACT TOTAL
2,01/10/2016,2448.53,1,ACT,ACT skill level 1
2,01/10/2016,551.67,2,ACT,ACT skill level 2
2,01/10/2016,463.9,3,ACT,ACT skill level 3
2,01/10/2016,1123.53,4,ACT,ACT skill level 4
2,01/10/2016,473.57,5,ACT,ACT skill level 5
0,01/09/2006,220358.21,0,AUST,AUSTRALIAN TOTAL
2,01/09/2006,69445.49,1,AUST,Australia skill level 1
2,01/09/2006,16520.86,2,AUST,Australia skill level 2
2,01/09/2006,24525.14,3,AUST,Australia skill level 3
2,01/09/2006,63332.58,4,AUST,Australia skill level 4
2,01/09/2006,47427.77,5,AUST,Australia skill level 5
1,01/09/2006,76459.08,0,NSW,NSW TOTAL
2,01/09/2006,28874.9,1,NSW,NSW skill level 1
2,01/09/2006,5676.85,2,NSW,NSW skill level 2
2,01/09/2006,7487.29,3,NSW,NSW skill level 3
2,01/09/2006,21298.15,4,NSW,NSW skill level 4
2,01/09/2006,13018.34,5,NSW,NSW skill level 5
1,01/09/2006,51035.74,0,VIC,VIC TOTAL
2,01/09/2006,15972.5,1,VIC,VIC skill level 1
2,01/09/2006,3675.4,2,VIC,VIC skill level 2
2,01/09/2006,5696.37,3,VIC,VIC skill level 3
2,01/09/2006,14635.32,4,VIC,VIC skill level 4
2,01/09/2006,11208.96,5,VIC,VIC skill level 5
1,01/09/2006,51225.5,0,QLD,QLD TOTAL
2,01/09/2006,13008.4,1,QLD,QLD skill level 1
2,01/09/2006,4097.02,2,QLD,QLD skill level 2
2,01/09/2006,6502.59,3,QLD,QLD skill level 3
2,01/09/2006,14768.34,4,QLD,QLD skill level 4
2,01/09/2006,12589.41,5,QLD,QLD skill level 5
1,01/09/2006,13286.18,0,SA,SA TOTAL
2,01/09/2006,2698.27,1,SA,SA skill level 1
2,01/09/2006,882.83,2,SA,SA skill level 2
2,01/09/2006,1715.29,3,SA,SA skill level 3
2,01/09/2006,4039.67,4,SA,SA skill level 4
2,01/09/2006,3853.84,5,SA,SA skill level 5
1,01/09/2006,20645.16,0,WA,WA TOTAL
2,01/09/2006,5935.55,1,WA,WA skill level 1
2,01/09/2006,1564.71,2,WA,WA skill level 2
2,01/09/2006,2234.42,3,WA,WA skill level 3
2,01/09/2006,6289.38,4,WA,WA skill level 4
2,01/09/2006,4549.71,5,WA,WA skill level 5
1,01/09/2006,2613.18,0,TAS,TAS TOTAL
2,01/09/2006,447.68,1,TAS,TAS skill level 1
2,01/09/2006,140.85,2,TAS,TAS skill level 2
2,01/09/2006,287.11,3,TAS,TAS skill level 3
2,01/09/2006,741.41,4,TAS,TAS skill level 4
2,01/09/2006,1006.35,5,TAS,TAS skill level 5
1,01/09/2006,2784.33,0,NT,NT TOTAL
2,01/09/2006,549.66,1,NT,NT skill level 1
2,01/09/2006,242.68,2,NT,NT skill level 2
2,01/09/2006,431.05,3,NT,NT skill level 3
2,01/09/2006,775.32,4,NT,NT skill level 4
2,01/09/2006,760.16,5,NT,NT skill level 5
1,01/09/2006,3767.35,0,ACT,ACT TOTAL
2,01/09/2006,1810.25,1,ACT,ACT skill level 1
2,01/09/2006,368.1,2,ACT,ACT skill level 2
2,01/09/2006,247.34,3,ACT,ACT skill level 3
2,01/09/2006,805.45,4,ACT,ACT skill level 4
2,01/09/2006,522.35,5,ACT,ACT skill level 5
0,01/09/2007,284276,0,AUST,AUSTRALIAN TOTAL
2,01/09/2007,94429.2,1,AUST,Australia skill level 1
2,01/09/2007,23454.23,2,AUST,Australia skill level 2
2,01/09/2007,30797.99,3,AUST,Australia skill level 3
2,01/09/2007,82872.33,4,AUST,Australia skill level 4
2,01/09/2007,53998.66,5,AUST,Australia skill level 5
1,01/09/2007,95433.66,0,NSW,NSW TOTAL
2,01/09/2007,37168.77,1,NSW,NSW skill level 1
2,01/09/2007,7583.86,2,NSW,NSW skill level 2
2,01/09/2007,9285.31,3,NSW,NSW skill level 3
2,01/09/2007,26865.23,4,NSW,NSW skill level 4
2,01/09/2007,14572.18,5,NSW,NSW skill level 5
1,01/09/2007,66820.26,0,VIC,VIC TOTAL
2,01/09/2007,21879.9,1,VIC,VIC skill level 1
2,01/09/2007,5119.89,2,VIC,VIC skill level 2
2,01/09/2007,7338.97,3,VIC,VIC skill level 3
2,01/09/2007,19750.95,4,VIC,VIC skill level 4
2,01/09/2007,12855.27,5,VIC,VIC skill level 5
1,01/09/2007,69001.16,0,QLD,QLD TOTAL
2,01/09/2007,18736.15,1,QLD,QLD skill level 1
2,01/09/2007,6247.8,2,QLD,QLD skill level 2
2,01/09/2007,8469.01,3,QLD,QLD skill level 3
2,01/09/2007,20092.46,4,QLD,QLD skill level 4
2,01/09/2007,15141.08,5,QLD,QLD skill level 5
1,01/09/2007,16264.9,0,SA,SA TOTAL
2,01/09/2007,4029.03,1,SA,SA skill level 1
2,01/09/2007,1319.12,2,SA,SA skill level 2
2,01/09/2007,1918.3,3,SA,SA skill level 3
2,01/09/2007,4864.46,4,SA,SA skill level 4
2,01/09/2007,4040.23,5,SA,SA skill level 5
1,01/09/2007,27361.92,0,WA,WA TOTAL
2,01/09/2007,8912.12,1,WA,WA skill level 1
2,01/09/2007,2405.17,2,WA,WA skill level 2
2,01/09/2007,2727.21,3,WA,WA skill level 3
2,01/09/2007,8362.86,4,WA,WA skill level 4
2,01/09/2007,4852.94,5,WA,WA skill level 5
1,01/09/2007,3188.06,0,TAS,TAS TOTAL
2,01/09/2007,623.42,1,TAS,TAS skill level 1
2,01/09/2007,210.55,2,TAS,TAS skill level 2
2,01/09/2007,352.07,3,TAS,TAS skill level 3
2,01/09/2007,933.31,4,TAS,TAS skill level 4
2,01/09/2007,1090.7,5,TAS,TAS skill level 5
1,01/09/2007,3456.54,0,NT,NT TOTAL
2,01/09/2007,673.21,1,NT,NT skill level 1
2,01/09/2007,285.69,2,NT,NT skill level 2
2,01/09/2007,501.71,3,NT,NT skill level 3
2,01/09/2007,1057.49,4,NT,NT skill level 4
2,01/09/2007,902.24,5,NT,NT skill level 5
1,01/09/2007,4339.11,0,ACT,ACT TOTAL
2,01/09/2007,2063.93,1,ACT,ACT skill level 1
2,01/09/2007,470.9,2,ACT,ACT skill level 2
2,01/09/2007,282.66,3,ACT,ACT skill level 3
2,01/09/2007,957.49,4,ACT,ACT skill level 4
2,01/09/2007,559.66,5,ACT,ACT skill level 5
0,01/09/2008,262734.45,0,AUST,AUSTRALIAN TOTAL
2,01/09/2008,98379.11,1,AUST,Australia skill level 1
2,01/09/2008,24399.5,2,AUST,Australia skill level 2
2,01/09/2008,28387.4,3,AUST,Australia skill level 3
2,01/09/2008,69031.77,4,AUST,Australia skill level 4
2,01/09/2008,44362.19,5,AUST,Australia skill level 5
1,01/09/2008,82964.16,0,NSW,NSW TOTAL
2,01/09/2008,34783.9,1,NSW,NSW skill level 1
2,01/09/2008,6689.54,2,NSW,NSW skill level 2
2,01/09/2008,8161.36,3,NSW,NSW skill level 3
2,01/09/2008,21377.41,4,NSW,NSW skill level 4
2,01/09/2008,12228.64,5,NSW,NSW skill level 5
1,01/09/2008,60579.05,0,VIC,VIC TOTAL
2,01/09/2008,21737.27,1,VIC,VIC skill level 1
2,01/09/2008,5383.83,2,VIC,VIC skill level 2
2,01/09/2008,6335.26,3,VIC,VIC skill level 3
2,01/09/2008,16443.97,4,VIC,VIC skill level 4
2,01/09/2008,10816.83,5,VIC,VIC skill level 5
1,01/09/2008,63704.2,0,QLD,QLD TOTAL
2,01/09/2008,21251.33,1,QLD,QLD skill level 1
2,01/09/2008,6977.53,2,QLD,QLD skill level 2
2,01/09/2008,7598.14,3,QLD,QLD skill level 3
2,01/09/2008,16484.11,4,QLD,QLD skill level 4
2,01/09/2008,11444.32,5,QLD,QLD skill level 5
1,01/09/2008,14880.33,0,SA,SA TOTAL
2,01/09/2008,4040.2,1,SA,SA skill level 1
2,01/09/2008,1117.97,2,SA,SA skill level 2
2,01/09/2008,1922.6,3,SA,SA skill level 3
2,01/09/2008,4218.85,4,SA,SA skill level 4
2,01/09/2008,3534.64,5,SA,SA skill level 5
1,01/09/2008,29592.99,0,WA,WA TOTAL
2,01/09/2008,11686.25,1,WA,WA skill level 1
2,01/09/2008,3087.98,2,WA,WA skill level 2
2,01/09/2008,3243.12,3,WA,WA skill level 3
2,01/09/2008,7467.45,4,WA,WA skill level 4
2,01/09/2008,4076.53,5,WA,WA skill level 5
1,01/09/2008,2939.13,0,TAS,TAS TOTAL
2,01/09/2008,678.77,1,TAS,TAS skill level 1
2,01/09/2008,217.81,2,TAS,TAS skill level 2
2,01/09/2008,333.8,3,TAS,TAS skill level 3
2,01/09/2008,793.97,4,TAS,TAS skill level 4
2,01/09/2008,891.8,5,TAS,TAS skill level 5
1,01/09/2008,3783.72,0,NT,NT TOTAL
2,01/09/2008,1047.04,1,NT,NT skill level 1
2,01/09/2008,353.71,2,NT,NT skill level 2
2,01/09/2008,519.73,3,NT,NT skill level 3
2,01/09/2008,1110.85,4,NT,NT skill level 4
2,01/09/2008,739.17,5,NT,NT skill level 5
1,01/09/2008,5344.28,0,ACT,ACT TOTAL
2,01/09/2008,2587.77,1,ACT,ACT skill level 1
2,01/09/2008,711.54,2,ACT,ACT skill level 2
2,01/09/2008,370.41,3,ACT,ACT skill level 3
2,01/09/2008,1078.65,4,ACT,ACT skill level 4
2,01/09/2008,620.46,5,ACT,ACT skill level 5
0,01/09/2009,166593.96,0,AUST,AUSTRALIAN TOTAL
2,01/09/2009,61853.85,1,AUST,Australia skill level 1
2,01/09/2009,15263.38,2,AUST,Australia skill level 2
2,01/09/2009,18379.05,3,AUST,Australia skill level 3
2,01/09/2009,43893.62,4,AUST,Australia skill level 4
2,01/09/2009,28143.08,5,AUST,Australia skill level 5
1,01/09/2009,54283.48,0,NSW,NSW TOTAL
2,01/09/2009,22215.42,1,NSW,NSW skill level 1
2,01/09/2009,4533.89,2,NSW,NSW skill level 2
2,01/09/2009,5374.87,3,NSW,NSW skill level 3
2,01/09/2009,13939.9,4,NSW,NSW skill level 4
2,01/09/2009,8376.62,5,NSW,NSW skill level 5
1,01/09/2009,40067.83,0,VIC,VIC TOTAL
2,01/09/2009,14503.7,1,VIC,VIC skill level 1
2,01/09/2009,3707.05,2,VIC,VIC skill level 2
2,01/09/2009,4413.33,3,VIC,VIC skill level 3
2,01/09/2009,10655.3,4,VIC,VIC skill level 4
2,01/09/2009,6834.73,5,VIC,VIC skill level 5
1,01/09/2009,35275.35,0,QLD,QLD TOTAL
2,01/09/2009,11998.22,1,QLD,QLD skill level 1
2,01/09/2009,3309.41,2,QLD,QLD skill level 2
2,01/09/2009,4353.31,3,QLD,QLD skill level 3
2,01/09/2009,9385.53,4,QLD,QLD skill level 4
2,01/09/2009,6246.82,5,QLD,QLD skill level 5
1,01/09/2009,10945.73,0,SA,SA TOTAL
2,01/09/2009,2778.43,1,SA,SA skill level 1
2,01/09/2009,953.82,2,SA,SA skill level 2
2,01/09/2009,1387.15,3,SA,SA skill level 3
2,01/09/2009,3142.94,4,SA,SA skill level 4
2,01/09/2009,2637.72,5,SA,SA skill level 5
1,01/09/2009,16699.2,0,WA,WA TOTAL
2,01/09/2009,6096.36,1,WA,WA skill level 1
2,01/09/2009,1745.68,2,WA,WA skill level 2
2,01/09/2009,1873.01,3,WA,WA skill level 3
2,01/09/2009,4351.62,4,WA,WA skill level 4
2,01/09/2009,2617.15,5,WA,WA skill level 5
1,01/09/2009,1996.47,0,TAS,TAS TOTAL
2,01/09/2009,613.25,1,TAS,TAS skill level 1
2,01/09/2009,165.19,2,TAS,TAS skill level 2
2,01/09/2009,247.33,3,TAS,TAS skill level 3
2,01/09/2009,532.6,4,TAS,TAS skill level 4
2,01/09/2009,438.37,5,TAS,TAS skill level 5
1,01/09/2009,3315.13,0,NT,NT TOTAL
2,01/09/2009,1030.35,1,NT,NT skill level 1
2,01/09/2009,398.97,2,NT,NT skill level 2
2,01/09/2009,441.73,3,NT,NT skill level 3
2,01/09/2009,973.48,4,NT,NT skill level 4
2,01/09/2009,482.38,5,NT,NT skill level 5
1,01/09/2009,4255.93,0,ACT,ACT TOTAL
2,01/09/2009,2218.38,1,ACT,ACT skill level 1
2,01/09/2009,461.64,2,ACT,ACT skill level 2
2,01/09/2009,310.33,3,ACT,ACT skill level 3
2,01/09/2009,857.72,4,ACT,ACT skill level 4
2,01/09/2009,456.11,5,ACT,ACT skill level 5
0,01/09/2010,198610.08,0,AUST,AUSTRALIAN TOTAL
2,01/09/2010,72821.51,1,AUST,Australia skill level 1
2,01/09/2010,18303.59,2,AUST,Australia skill level 2
2,01/09/2010,24469.84,3,AUST,Australia skill level 3
2,01/09/2010,53214.79,4,AUST,Australia skill level 4
2,01/09/2010,30854.28,5,AUST,Australia skill level 5
1,01/09/2010,66576.87,0,NSW,NSW TOTAL
2,01/09/2010,27455.22,1,NSW,NSW skill level 1
2,01/09/2010,5685.52,2,NSW,NSW skill level 2
2,01/09/2010,7572.34,3,NSW,NSW skill level 3
2,01/09/2010,17279.4,4,NSW,NSW skill level 4
2,01/09/2010,8930,5,NSW,NSW skill level 5
1,01/09/2010,48215.58,0,VIC,VIC TOTAL
2,01/09/2010,17321.86,1,VIC,VIC skill level 1
2,01/09/2010,4527.08,2,VIC,VIC skill level 2
2,01/09/2010,5675.15,3,VIC,VIC skill level 3
2,01/09/2010,13156.34,4,VIC,VIC skill level 4
2,01/09/2010,7553.46,5,VIC,VIC skill level 5
1,01/09/2010,40086.36,0,QLD,QLD TOTAL
2,01/09/2010,13169.75,1,QLD,QLD skill level 1
2,01/09/2010,3934.61,2,QLD,QLD skill level 2
2,01/09/2010,5587.83,3,QLD,QLD skill level 3
2,01/09/2010,10744.19,4,QLD,QLD skill level 4
2,01/09/2010,6707.52,5,QLD,QLD skill level 5
1,01/09/2010,10800.13,0,SA,SA TOTAL
2,01/09/2010,2820.31,1,SA,SA skill level 1
2,01/09/2010,933.94,2,SA,SA skill level 2
2,01/09/2010,1581.56,3,SA,SA skill level 3
2,01/09/2010,3150.78,4,SA,SA skill level 4
2,01/09/2010,2302.09,5,SA,SA skill level 5
1,01/09/2010,23133.07,0,WA,WA TOTAL
2,01/09/2010,8100.29,1,WA,WA skill level 1
2,01/09/2010,2177.23,2,WA,WA skill level 2
2,01/09/2010,2931.46,3,WA,WA skill level 3
2,01/09/2010,6310.46,4,WA,WA skill level 4
2,01/09/2010,3608.63,5,WA,WA skill level 5
1,01/09/2010,2221.4,0,TAS,TAS TOTAL
2,01/09/2010,491.71,1,TAS,TAS skill level 1
2,01/09/2010,178.87,2,TAS,TAS skill level 2
2,01/09/2010,303.96,3,TAS,TAS skill level 3
2,01/09/2010,633.4,4,TAS,TAS skill level 4
2,01/09/2010,598.85,5,TAS,TAS skill level 5
1,01/09/2010,3186.34,0,NT,NT TOTAL
2,01/09/2010,776.18,1,NT,NT skill level 1
2,01/09/2010,320.17,2,NT,NT skill level 2
2,01/09/2010,504.19,3,NT,NT skill level 3
2,01/09/2010,959.24,4,NT,NT skill level 4
2,01/09/2010,632.3,5,NT,NT skill level 5
1,01/09/2010,4487.98,0,ACT,ACT TOTAL
2,01/09/2010,2190.05,1,ACT,ACT skill level 1
2,01/09/2010,507.75,2,ACT,ACT skill level 2
2,01/09/2010,371.42,3,ACT,ACT skill level 3
2,01/09/2010,992.36,4,ACT,ACT skill level 4
2,01/09/2010,489.97,5,ACT,ACT skill level 5
0,01/09/2011,195992.38,0,AUST,AUSTRALIAN TOTAL
2,01/09/2011,71894.03,1,AUST,Australia skill level 1
2,01/09/2011,17976.44,2,AUST,Australia skill level 2
2,01/09/2011,23535.81,3,AUST,Australia skill level 3
2,01/09/2011,53461.84,4,AUST,Australia skill level 4
2,01/09/2011,29861.45,5,AUST,Australia skill level 5
1,01/09/2011,59240.99,0,NSW,NSW TOTAL
2,01/09/2011,23528.7,1,NSW,NSW skill level 1
2,01/09/2011,5048.83,2,NSW,NSW skill level 2
2,01/09/2011,6503.36,3,NSW,NSW skill level 3
2,01/09/2011,15977.26,4,NSW,NSW skill level 4
2,01/09/2011,8339.76,5,NSW,NSW skill level 5
1,01/09/2011,44859.26,0,VIC,VIC TOTAL
2,01/09/2011,16050.76,1,VIC,VIC skill level 1
2,01/09/2011,4286.08,2,VIC,VIC skill level 2
2,01/09/2011,4967.11,3,VIC,VIC skill level 3
2,01/09/2011,12659.82,4,VIC,VIC skill level 4
2,01/09/2011,6907.77,5,VIC,VIC skill level 5
1,01/09/2011,42981.14,0,QLD,QLD TOTAL
2,01/09/2011,14138.35,1,QLD,QLD skill level 1
2,01/09/2011,3983.3,2,QLD,QLD skill level 2
2,01/09/2011,6066.99,3,QLD,QLD skill level 3
2,01/09/2011,11830.27,4,QLD,QLD skill level 4
2,01/09/2011,7033.31,5,QLD,QLD skill level 5
1,01/09/2011,10820.38,0,SA,SA TOTAL
2,01/09/2011,3040.06,1,SA,SA skill level 1
2,01/09/2011,953.93,2,SA,SA skill level 2
2,01/09/2011,1418.88,3,SA,SA skill level 3
2,01/09/2011,3139.53,4,SA,SA skill level 4
2,01/09/2011,2251.72,5,SA,SA skill level 5
1,01/09/2011,27845.78,0,WA,WA TOTAL
2,01/09/2011,10645.98,1,WA,WA skill level 1
2,01/09/2011,2634.4,2,WA,WA skill level 2
2,01/09/2011,3541.61,3,WA,WA skill level 3
2,01/09/2011,7244.75,4,WA,WA skill level 4
2,01/09/2011,3778.5,5,WA,WA skill level 5
1,01/09/2011,1824.59,0,TAS,TAS TOTAL
2,01/09/2011,379.73,1,TAS,TAS skill level 1
2,01/09/2011,183.66,2,TAS,TAS skill level 2
2,01/09/2011,247.24,3,TAS,TAS skill level 3
2,01/09/2011,509.68,4,TAS,TAS skill level 4
2,01/09/2011,482.89,5,TAS,TAS skill level 5
1,01/09/2011,3511.37,0,NT,NT TOTAL
2,01/09/2011,975.04,1,NT,NT skill level 1
2,01/09/2011,339.5,2,NT,NT skill level 2
2,01/09/2011,544.91,3,NT,NT skill level 3
2,01/09/2011,1096,4,NT,NT skill level 4
2,01/09/2011,572.95,5,NT,NT skill level 5
1,01/09/2011,5054.59,0,ACT,ACT TOTAL
2,01/09/2011,2707.45,1,ACT,ACT skill level 1
2,01/09/2011,507.61,2,ACT,ACT skill level 2
2,01/09/2011,364.49,3,ACT,ACT skill level 3
2,01/09/2011,1042.47,4,ACT,ACT skill level 4
2,01/09/2011,533.52,5,ACT,ACT skill level 5
0,01/09/2012,168030.2,0,AUST,AUSTRALIAN TOTAL
2,01/09/2012,62230.42,1,AUST,Australia skill level 1
2,01/09/2012,15670.13,2,AUST,Australia skill level 2
2,01/09/2012,20275.49,3,AUST,Australia skill level 3
2,01/09/2012,45593.06,4,AUST,Australia skill level 4
2,01/09/2012,24695.26,5,AUST,Australia skill level 5
1,01/09/2012,53039.9,0,NSW,NSW TOTAL
2,01/09/2012,21292.95,1,NSW,NSW skill level 1
2,01/09/2012,4514.78,2,NSW,NSW skill level 2
2,01/09/2012,5892.38,3,NSW,NSW skill level 3
2,01/09/2012,14093.83,4,NSW,NSW skill level 4
2,01/09/2012,7356.5,5,NSW,NSW skill level 5
1,01/09/2012,37337.26,0,VIC,VIC TOTAL
2,01/09/2012,13408.7,1,VIC,VIC skill level 1
2,01/09/2012,3493.76,2,VIC,VIC skill level 2
2,01/09/2012,4283.64,3,VIC,VIC skill level 3
2,01/09/2012,10545.05,4,VIC,VIC skill level 4
2,01/09/2012,5603.9,5,VIC,VIC skill level 5
1,01/09/2012,36070.07,0,QLD,QLD TOTAL
2,01/09/2012,11962.6,1,QLD,QLD skill level 1
2,01/09/2012,3521.83,2,QLD,QLD skill level 2
2,01/09/2012,4834.61,3,QLD,QLD skill level 3
2,01/09/2012,9791.9,4,QLD,QLD skill level 4
2,01/09/2012,5927.75,5,QLD,QLD skill level 5
1,01/09/2012,8473.8,0,SA,SA TOTAL
2,01/09/2012,2460.31,1,SA,SA skill level 1
2,01/09/2012,744.34,2,SA,SA skill level 2
2,01/09/2012,1089.99,3,SA,SA skill level 3
2,01/09/2012,2409.59,4,SA,SA skill level 4
2,01/09/2012,1755.49,5,SA,SA skill level 5
1,01/09/2012,24245.44,0,WA,WA TOTAL
2,01/09/2012,9500.33,1,WA,WA skill level 1
2,01/09/2012,2442.73,2,WA,WA skill level 2
2,01/09/2012,3261.28,3,WA,WA skill level 3
2,01/09/2012,6349.18,4,WA,WA skill level 4
2,01/09/2012,2720.12,5,WA,WA skill level 5
1,01/09/2012,1518.3,0,TAS,TAS TOTAL
2,01/09/2012,388.35,1,TAS,TAS skill level 1
2,01/09/2012,136.57,2,TAS,TAS skill level 2
2,01/09/2012,170.77,3,TAS,TAS skill level 3
2,01/09/2012,433.55,4,TAS,TAS skill level 4
2,01/09/2012,379.79,5,TAS,TAS skill level 5
1,01/09/2012,3159.78,0,NT,NT TOTAL
2,01/09/2012,850.17,1,NT,NT skill level 1
2,01/09/2012,331.31,2,NT,NT skill level 2
2,01/09/2012,508.26,3,NT,NT skill level 3
2,01/09/2012,965.64,4,NT,NT skill level 4
2,01/09/2012,493.85,5,NT,NT skill level 5
1,01/09/2012,4284.06,0,ACT,ACT TOTAL
2,01/09/2012,2197.37,1,ACT,ACT skill level 1
2,01/09/2012,430.66,2,ACT,ACT skill level 2
2,01/09/2012,302.22,3,ACT,ACT skill level 3
2,01/09/2012,998.47,4,ACT,ACT skill level 4
2,01/09/2012,424.12,5,ACT,ACT skill level 5
0,01/09/2013,138436.4,0,AUST,AUSTRALIAN TOTAL
2,01/09/2013,49468.82,1,AUST,Australia skill level 1
2,01/09/2013,13502.64,2,AUST,Australia skill level 2
2,01/09/2013,16514.27,3,AUST,Australia skill level 3
2,01/09/2013,38450.7,4,AUST,Australia skill level 4
2,01/09/2013,20811.85,5,AUST,Australia skill level 5
1,01/09/2013,47709.11,0,NSW,NSW TOTAL
2,01/09/2013,18956.66,1,NSW,NSW skill level 1
2,01/09/2013,4341.32,2,NSW,NSW skill level 2
2,01/09/2013,5011.85,3,NSW,NSW skill level 3
2,01/09/2013,12999.63,4,NSW,NSW skill level 4
2,01/09/2013,6448.2,5,NSW,NSW skill level 5
1,01/09/2013,32960.25,0,VIC,VIC TOTAL
2,01/09/2013,12166.19,1,VIC,VIC skill level 1
2,01/09/2013,3111.85,2,VIC,VIC skill level 2
2,01/09/2013,3827.85,3,VIC,VIC skill level 3
2,01/09/2013,9038.27,4,VIC,VIC skill level 4
2,01/09/2013,4894.05,5,VIC,VIC skill level 5
1,01/09/2013,27816.97,0,QLD,QLD TOTAL
2,01/09/2013,8608.87,1,QLD,QLD skill level 1
2,01/09/2013,2799.93,2,QLD,QLD skill level 2
2,01/09/2013,3730.24,3,QLD,QLD skill level 3
2,01/09/2013,7806.8,4,QLD,QLD skill level 4
2,01/09/2013,4798.8,5,QLD,QLD skill level 5
1,01/09/2013,6931.08,0,SA,SA TOTAL
2,01/09/2013,1811.14,1,SA,SA skill level 1
2,01/09/2013,647.84,2,SA,SA skill level 2
2,01/09/2013,894.64,3,SA,SA skill level 3
2,01/09/2013,2018.84,4,SA,SA skill level 4
2,01/09/2013,1562.4,5,SA,SA skill level 5
1,01/09/2013,16051.86,0,WA,WA TOTAL
2,01/09/2013,5296.96,1,WA,WA skill level 1
2,01/09/2013,1738.9,2,WA,WA skill level 2
2,01/09/2013,2305.85,3,WA,WA skill level 3
2,01/09/2013,4680.9,4,WA,WA skill level 4
2,01/09/2013,2068.78,5,WA,WA skill level 5
1,01/09/2013,1487.87,0,TAS,TAS TOTAL
2,01/09/2013,378.91,1,TAS,TAS skill level 1
2,01/09/2013,149.38,2,TAS,TAS skill level 2
2,01/09/2013,170.73,3,TAS,TAS skill level 3
2,01/09/2013,433.89,4,TAS,TAS skill level 4
2,01/09/2013,341.95,5,TAS,TAS skill level 5
1,01/09/2013,2575.98,0,NT,NT TOTAL
2,01/09/2013,718.08,1,NT,NT skill level 1
2,01/09/2013,262.27,2,NT,NT skill level 2
2,01/09/2013,407.13,3,NT,NT skill level 3
2,01/09/2013,780.95,4,NT,NT skill level 4
2,01/09/2013,390.18,5,NT,NT skill level 5
1,01/09/2013,3023.81,0,ACT,ACT TOTAL
2,01/09/2013,1458.2,1,ACT,ACT skill level 1
2,01/09/2013,374.19,2,ACT,ACT skill level 2
2,01/09/2013,239.59,3,ACT,ACT skill level 3
2,01/09/2013,691.87,4,ACT,ACT skill level 4
2,01/09/2013,302.65,5,ACT,ACT skill level 5
0,01/09/2014,154998.53,0,AUST,AUSTRALIAN TOTAL
2,01/09/2014,55500.27,1,AUST,Australia skill level 1
2,01/09/2014,15711.97,2,AUST,Australia skill level 2
2,01/09/2014,18912.4,3,AUST,Australia skill level 3
2,01/09/2014,43371.93,4,AUST,Australia skill level 4
2,01/09/2014,21993.94,5,AUST,Australia skill level 5
1,01/09/2014,56757.01,0,NSW,NSW TOTAL
2,01/09/2014,22856.9,1,NSW,NSW skill level 1
2,01/09/2014,5474.56,2,NSW,NSW skill level 2
2,01/09/2014,6053.01,3,NSW,NSW skill level 3
2,01/09/2014,15306.46,4,NSW,NSW skill level 4
2,01/09/2014,7115.82,5,NSW,NSW skill level 5
1,01/09/2014,37340.44,0,VIC,VIC TOTAL
2,01/09/2014,13114.98,1,VIC,VIC skill level 1
